ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
KLUC	NDNT-KLUC	2020-07-07 00:00:00.0	50.96822	18.21419	232.952	193.524	2,368.1	1.6	-0.8	-0.06	0.2	0.18
KLUC	NDNT-KLUC	2020-07-07 00:30:00.0	50.96822	18.21419	232.952	193.524	2,369.9	1.6	-0.78	0.85	0.19	0.17
KLUC	NDNT-KLUC	2020-07-07 01:00:00.0	50.96822	18.21419	232.953	193.525	2,365.1	1.1	-1.52	1.67	0.12	0.12
KOLB	NDNT-KOLA	2020-07-07 00:00:00.0	50.24403	21.78331	250.597	215.148	2,395.5	1.5	0.75	1.5	0.19	0.17
KOLB	NDNT-KOLA	2020-07-07 00:30:00.0	50.24403	21.78331	250.597	215.148	2,395.7	1.5	0.43	2.23	0.2	0.19
KOLB	NDNT-KOLA	2020-07-07 01:00:00.0	50.24403	21.78331	250.575	215.126	2,406.1	1.2	-0.36	0.19	0.14	0.14
KONI	12262M001	2020-07-07 00:00:00.0	52.22811	18.25397	157.114	123.972	2,385.8	1.4	-0.68	-0.11	0.18	0.16
KONI	12262M001	2020-07-07 00:30:00.0	52.22811	18.25397	157.114	123.972	2,384.4	1.4	-0.96	0.51	0.19	0.14
KONI	12262M001	2020-07-07 01:00:00.0	52.22811	18.25397	157.116	123.974	2,375.9	1.2	-1.08	0.91	0.16	0.15
KOSC	12263M001	2020-07-07 00:00:00.0	54.12256	17.98158	211.135	180.963	2,378.2	1.5	0.34	-1.18	0.2	0.18
KOSC	12263M001	2020-07-07 00:30:00.0	54.12256	17.98158	211.135	180.963	2,380.6	1.5	0.75	-0.31	0.19	0.19
KOSC	12263M001	2020-07-07 01:00:00.0	54.12256	17.98158	211.138	180.966	2,365.1	0.9	0.5	0.17	0.12	0.11
KOSZ	12264M001	2020-07-07 00:00:00.0	54.20339	16.19772	123.186	90.115	2,385.7	1.4	0.4	1.99	0.23	0.17
KOSZ	12264M001	2020-07-07 00:30:00.0	54.20339	16.19772	123.186	90.115	2,369.4	1.4	-0.3	0.81	0.21	0.16
KOSZ	12264M001	2020-07-07 01:00:00.0	54.20339	16.19772	123.185	90.114	2,376.9	1	-0.65	0.98	0.13	0.12
KRA1	12218M002	2020-07-07 00:00:00.0	50.06611	19.92047	267.125	227.041	2,391.8	1.5	-1.59	1.05	0.21	0.17
KRA1	12218M002	2020-07-07 00:30:00.0	50.06611	19.92047	267.125	227.041	2,394.5	1.5	-1.64	0.91	0.19	0.19
KRA1	12218M002	2020-07-07 01:00:00.0	50.06611	19.92047	267.126	227.042	2,388.6	1.4	-2.03	1.05	0.16	0.15
KRA2	NDNT-KRAK	2020-07-07 00:00:00.0	50.01092	19.90192	294.999	254.736	2,383.6	1.4	-1.1	1.35	0.17	0.15
KRA2	NDNT-KRAK	2020-07-07 00:30:00.0	50.01092	19.90192	294.999	254.736	2,388.5	1.4	-0.99	2.11	0.17	0.16
KRA2	NDNT-KRAK	2020-07-07 01:00:00.0	50.01092	19.90192	295.003	254.74	2,387.8	1.2	-1.79	1.1	0.13	0.12
KRAP	NDNT-KRAP	2020-07-07 00:00:00.0	50.49031	17.95681	221.314	180.337	2,370.6	1.7	0.88	0.11	0.24	0.19
KRAP	NDNT-KRAP	2020-07-07 00:30:00.0	50.49031	17.95681	221.314	180.337	2,381.1	1.7	1.24	2.63	0.2	0.2
KRAP	NDNT-KRAP	2020-07-07 01:00:00.0	50.49031	17.95681	221.317	180.34	2,368.4	1.2	-0.46	1.2	0.15	0.13
KRAW	12218M001	2020-07-07 00:00:00.0	50.06614	19.92047	267.13	227.046	2,385.3	1.5	-1.92	0.95	0.24	0.18
KRAW	12218M001	2020-07-07 00:30:00.0	50.06614	19.92047	267.13	227.046	2,390	1.6	-1.67	0.86	0.21	0.21
KRAW	12218M001	2020-07-07 01:00:00.0	50.06614	19.92047	267.131	227.047	2,384.9	1.4	-2.05	1.43	0.17	0.15
KROS	12265M001	2020-07-07 00:00:00.0	49.67875	21.77464	347.531	311.126	2,393.3	1.4	-1	0.26	0.18	0.17
KROS	12265M001	2020-07-07 00:30:00.0	49.67875	21.77464	347.531	311.126	2,393.4	1.5	-0.85	-0.15	0.18	0.2
KROT	12266M001	2020-07-07 00:00:00.0	51.69219	17.43719	186.241	148.443	2,381.7	1.7	-0.48	1.28	0.24	0.19
KROT	12266M001	2020-07-07 00:30:00.0	51.69219	17.43719	186.241	148.443	2,383.8	1.7	-0.46	0.51	0.22	0.19
KUTN	12267M001	2020-07-07 00:00:00.0	52.22606	19.37497	159.845	127.716	2,383.1	1.3	-0.58	0.49	0.2	0.16
KUTN	12267M001	2020-07-07 00:30:00.0	52.22606	19.37497	159.845	127.716	2,382.2	1.4	-0.61	1.15	0.19	0.16
LAN1	NDNT-LANC	2020-07-07 00:00:00.0	50.06586	22.22919	287.434	252.675	2,393.7	1.3	-1.78	1.17	0.15	0.16
LAN1	NDNT-LANC	2020-07-07 00:30:00.0	50.06586	22.22919	287.434	252.675	2,394.1	1.4	-1.3	1.01	0.16	0.19
LEGP	12268M001	2020-07-07 00:00:00.0	51.2	16.15497	181.335	139.952	2,391.6	1.4	-1.26	0.08	0.19	0.17
LEGP	12268M001	2020-07-07 00:30:00.0	51.2	16.15497	181.335	139.952	2,389.7	1.4	-1.7	-0.29	0.19	0.15
LELO	12269M001	2020-07-07 00:00:00.0	50.68289	19.62889	306.305	267.823	2,348.1	1.4	-2.41	1.89	0.17	0.15
LELO	12269M001	2020-07-07 00:30:00.0	50.68289	19.62889	306.305	267.823	2,349.6	1.4	-2.31	1.55	0.17	0.19
LES1	MUSE-LES1	2020-07-07 00:00:00.0	51.52717	16.14506	163.397	123.202	2,397.6	1.5	-1.02	0.27	0.24	0.18
LES1	MUSE-LES1	2020-07-07 00:30:00.0	51.52717	16.14506	163.397	123.202	2,395.4	1.5	-1.18	0.26	0.23	0.19
LODZ	12226M001	2020-07-07 00:00:00.0	51.77872	19.45953	259.429	225.93	2,345.6	1.4	-1.13	1.32	0.18	0.16
LODZ	12226M001	2020-07-07 00:30:00.0	51.77872	19.45953	259.429	225.93	2,350.6	1.4	-1.57	1.11	0.18	0.19
LOMZ	12271M001	2020-07-07 00:00:00.0	53.174	22.08036	185.347	156.354	2,372.2	1.4	-1.51	1.89	0.16	0.18
LOMZ	12271M001	2020-07-07 00:30:00.0	53.174	22.08036	185.347	156.354	2,367.9	1.5	-1.73	1.56	0.18	0.21
LUBL	12272M001	2020-07-07 00:00:00.0	51.25086	22.55472	242.208	210.398	2,378.3	1.4	-1.12	0.21	0.2	0.17
LUBL	12272M001	2020-07-07 00:30:00.0	51.25086	22.55472	242.208	210.398	2,387.5	1.5	-1.32	-0.27	0.19	0.2
MET3	10503M010	2020-07-07 00:00:00.0	60.21744	24.3945	79.188	60.421	2,377.8	1.7	0.14	0.85	0.27	0.2
MET3	10503M010	2020-07-07 00:30:00.0	60.21744	24.3945	79.188	60.421	2,384.6	1.7	-0.34	1.25	0.29	0.22
MIEL	18967M001	2020-07-07 00:00:00.0	50.29119	21.438	224.55	188.525	2,409.3	1.4	-1.92	1.24	0.19	0.17
MIEL	18967M001	2020-07-07 00:30:00.0	50.29119	21.438	224.55	188.525	2,414.6	1.6	-1.15	0.25	0.2	0.22
MIEW	NDNT-MIEW	2020-07-07 00:00:00.0	50.36228	20.04022	336.602	297.606	2,361.2	1.4	-0.73	1.91	0.18	0.16
MIEW	NDNT-MIEW	2020-07-07 00:30:00.0	50.36228	20.04022	336.602	297.606	2,360.7	1.4	-1.62	2.28	0.18	0.16
MIKL	12335M001	2020-07-07 00:00:00.0	46.97278	31.97283	93.955	68.564	2,448.8	1.6	0.39	1.79	0.18	0.18
MIKL	12335M001	2020-07-07 00:30:00.0	46.97278	31.97283	93.955	68.564	2,445.5	1.6	-0.19	1.8	0.22	0.23
MIMA	12273M001	2020-07-07 00:00:00.0	52.18131	21.55925	200.725	170.134	2,374.7	1.6	-1.05	1.39	0.22	0.22
MIMA	12273M001	2020-07-07 00:30:00.0	52.18131	21.55925	200.725	170.134	2,381.4	1.8	-1.08	2.12	0.25	0.25
MLCN	12274M001	2020-07-07 00:00:00.0	50.06589	21.97169	272.003	236.834	2,393.1	1.4	-2.19	0.03	0.17	0.19
MLCN	12274M001	2020-07-07 00:30:00.0	50.06589	21.97169	272.003	236.834	2,400.7	1.6	-1.88	0.14	0.19	0.22
MSZA	NDNT-MSZA	2020-07-07 00:00:00.0	49.67928	20.07031	440.906	400.332	2,371.2	1.7	-0.73	0.79	0.28	0.21
MSZA	NDNT-MSZA	2020-07-07 00:30:00.0	49.67928	20.07031	440.906	400.332	2,366.3	1.8	-1.54	0.68	0.26	0.22
MYSZ	12275M001	2020-07-07 00:00:00.0	53.38653	21.34358	169.312	139.447	2,367.4	1.4	-1.16	0.81	0.16	0.18
MYSZ	12275M001	2020-07-07 00:30:00.0	53.38653	21.34358	169.312	139.447	2,375.4	1.5	-0.57	0.31	0.17	0.2
NODW	12276M001	2020-07-07 00:00:00.0	52.43108	20.71058	125.694	94.457	2,392.6	1.3	-1.15	1.38	0.18	0.15
NODW	12276M001	2020-07-07 00:30:00.0	52.43108	20.71058	125.694	94.457	2,394.7	1.6	-1.4	1.54	0.22	0.2
NTML	12277M001	2020-07-07 00:00:00.0	52.32081	16.11803	126.627	89.82	2,393.5	1.4	-1	0.68	0.18	0.16
NTML	12277M001	2020-07-07 00:30:00.0	52.32081	16.11803	126.627	89.82	2,395.9	1.4	-0.28	-0.84	0.19	0.15
NWSA	NDNT-NWSA	2020-07-07 00:00:00.0	49.63017	20.70711	338.709	299.649	2,388.4	1.4	-0.97	1.2	0.24	0.18
NWSA	NDNT-NWSA	2020-07-07 00:30:00.0	49.63017	20.70711	338.709	299.649	2,389.3	1.4	-0.91	1.33	0.19	0.18
NWSC	12231M001	2020-07-07 00:00:00.0	49.61844	20.69003	334.754	295.601	2,389.4	1.4	-0.59	2.04	0.26	0.19
NWSC	12231M001	2020-07-07 00:30:00.0	49.61844	20.69003	334.754	295.601	2,386.3	1.4	-0.44	1.08	0.21	0.19
NWT1	12232M002	2020-07-07 00:00:00.0	49.47819	20.03444	654.914	613.658	2,310.6	1.7	-0.9	0.63	0.22	0.21
NWT1	12232M002	2020-07-07 00:30:00.0	49.47819	20.03444	654.914	613.658	2,308.9	1.8	-0.93	0.38	0.22	0.24
NYSA	12278M001	2020-07-07 00:00:00.0	50.47769	17.33375	250.598	208.668	2,370.7	1.7	-0.91	0.89	0.21	0.19
NYSA	12278M001	2020-07-07 00:30:00.0	50.47769	17.33375	250.598	208.668	2,373.2	1.6	-1.19	0.54	0.19	0.18
NYSN	NDNT-NYSN	2020-07-07 00:00:00.0	50.45656	17.34097	241.562	199.56	2,373.4	1.8	-0.72	0.56	0.26	0.2
NYSN	NDNT-NYSN	2020-07-07 00:30:00.0	50.45656	17.34097	241.562	199.56	2,376.5	1.8	-1.08	0.84	0.22	0.22
OPLE	12283M001	2020-07-07 00:00:00.0	50.66761	17.91936	225.902	185.451	2,370.2	1.6	-0.08	-0.12	0.2	0.18
OPLE	12283M001	2020-07-07 00:30:00.0	50.66761	17.91936	225.902	185.451	2,378.2	1.6	-0.94	0.46	0.19	0.19
OPNT	12203M003	2020-07-07 00:00:00.0	53.76369	20.51817	171.846	142.077	2,370.6	1.6	-0.87	1.23	0.19	0.21
OPNT	12203M003	2020-07-07 00:30:00.0	53.76369	20.51817	171.846	142.077	2,373	1.7	-1.08	1.83	0.21	0.24
OSMZ	12285M001	2020-07-07 00:00:00.0	52.80078	21.89169	166.286	137.091	2,384	1.8	-1.51	2.72	0.23	0.25
OSMZ	12285M001	2020-07-07 00:30:00.0	52.80078	21.89169	166.286	137.091	2,391.1	1.9	-1.34	2.64	0.25	0.29
OST3	NDNT-OSTR	2020-07-07 00:00:00.0	50.94231	21.38969	237.669	202.379	2,394.8	1.3	-1.08	1.03	0.2	0.17
OST3	NDNT-OSTR	2020-07-07 00:30:00.0	50.94231	21.38969	237.669	202.379	2,402	1.5	-1.38	2.41	0.19	0.22
PAJE	NDNT-PAJE	2020-07-07 00:00:00.0	51.14675	19.00064	287.438	250.096	2,351	1.4	-1.11	-0.06	0.17	0.17
PAJE	NDNT-PAJE	2020-07-07 00:30:00.0	51.14675	19.00064	287.438	250.096	2,350.2	1.5	-0.84	0.83	0.21	0.2
PES1	MUSE-PES1	2020-07-07 00:00:00.0	50.2915	18.99467	362.263	321.09	2,396.9	3.6	0.51	3.24	0.82	0.55
PES1	MUSE-PES1	2020-07-07 00:30:00.0	50.2915	18.99467	362.263	321.09	2,387	3.6	0.64	2.84	0.87	0.61
PITR	12287M001	2020-07-07 00:00:00.0	51.40167	19.69094	254.761	219.734	2,353.6	1.4	-1.52	0.94	0.23	0.17
PITR	12287M001	2020-07-07 00:30:00.0	51.40167	19.69094	254.761	219.734	2,353.3	1.4	-0.92	0.42	0.22	0.17
POLV	12336M001	2020-07-07 00:00:00.0	49.60261	34.54294	178.426	160.159	2,404.5	1.5	0.53	0.48	0.17	0.21
POLV	12336M001	2020-07-07 00:30:00.0	49.60261	34.54294	178.426	160.159	2,404.7	1.6	0.7	0.21	0.19	0.25
POZN	12206M001	2020-07-07 00:00:00.0	52.43006	16.93494	171.555	136.752	2,378.7	1.3	-1.58	1.15	0.17	0.16
POZN	12206M001	2020-07-07 00:30:00.0	52.43006	16.93494	171.555	136.752	2,380.8	1.4	-1.51	1	0.18	0.18
PPIL	12286M001	2020-07-07 00:00:00.0	53.15697	16.73828	121.74	88.194	2,395.2	1.2	-0.39	-0.05	0.14	0.13
PPIL	12286M001	2020-07-07 00:30:00.0	53.15697	16.73828	121.74	88.194	2,400.5	1.2	-0.79	0.82	0.15	0.12
PROS	12233M001	2020-07-07 00:00:00.0	50.19175	20.2885	279.922	241.122	2,390.8	1.4	-1.28	1.78	0.18	0.16
PROS	12233M001	2020-07-07 00:30:00.0	50.19175	20.2885	279.922	241.122	2,393.7	1.4	-1.25	1.42	0.17	0.18
RACI	NDNT-RACI	2020-07-07 00:00:00.0	50.07761	18.21494	242.648	200.446	2,376.6	1.7	-2.55	2.13	0.2	0.18
RACI	NDNT-RACI	2020-07-07 00:30:00.0	50.07761	18.21494	242.648	200.446	2,371	1.6	-2.17	1.95	0.19	0.17
REDZ	12227M001	2020-07-07 00:00:00.0	54.47239	17.11753	108.284	76.798	2,409	1.4	0.04	1.64	0.23	0.17
REDZ	12227M001	2020-07-07 00:30:00.0	54.47239	17.11753	108.284	76.798	2,405.9	1.4	-0.4	1.42	0.22	0.19
RIGA	12302M002	2020-07-07 00:00:00.0	56.94861	24.05878	34.807	14.2	2,382.8	2	-0.98	2.7	0.26	0.3
RIGA	12302M002	2020-07-07 00:30:00.0	56.94861	24.05878	34.807	14.2	2,381.7	1.7	-1.07	2.42	0.23	0.27
RWM1	12281M002	2020-07-07 00:00:00.0	51.76431	20.25047	187.969	154.624	2,373.6	1.1	-1.15	1.92	0.15	0.12
RWM1	12281M002	2020-07-07 00:30:00.0	51.76431	20.25047	187.969	154.624	2,369.6	1.2	-1.29	0.98	0.15	0.13
RYKI	12282M001	2020-07-07 00:00:00.0	51.62447	21.92722	204.093	171.96	2,389.7	1.9	-1.67	-0.1	0.35	0.27
RYKI	12282M001	2020-07-07 00:30:00.0	51.62447	21.92722	204.093	171.96	2,397.2	2.1	-0.99	0.49	0.35	0.31
RYMA	NDNT-RYMA	2020-07-07 00:00:00.0	49.57553	21.86561	399.437	362.759	2,387.1	1.4	-3.14	0.43	0.18	0.16
RYMA	NDNT-RYMA	2020-07-07 00:30:00.0	49.57553	21.86561	399.437	362.759	2,392.6	1.5	-2.79	0.2	0.19	0.19
SIDZ	12288M001	2020-07-07 00:00:00.0	51.573	18.71758	190.03	154.419	2,367	2	0.35	1.47	0.28	0.29
SIDZ	12288M001	2020-07-07 00:30:00.0	51.573	18.71758	190.03	154.419	2,363.9	2.8	0.23	1.19	0.37	0.37
SIED	12289M001	2020-07-07 00:00:00.0	52.15744	22.29422	201.976	172.456	2,393.2	1.4	-1.35	0.22	0.21	0.17
SIED	12289M001	2020-07-07 00:30:00.0	52.15744	22.29422	201.976	172.456	2,404.8	1.4	-0.87	0.2	0.19	0.2
SIPC	12290M001	2020-07-07 00:00:00.0	52.85697	19.66269	163.152	132.546	2,374.7	1.3	-1.04	1.91	0.19	0.15
SIPC	12290M001	2020-07-07 00:30:00.0	52.85697	19.66269	163.152	132.546	2,376.3	1.3	-1	1.36	0.18	0.15
SMLA	15503M001	2020-07-07 00:00:00.0	49.20164	31.86631	183.061	159.569	2,466.1	1.9	-3.4	1.52	0.28	0.28
SMLA	15503M001	2020-07-07 00:30:00.0	49.20164	31.86631	183.061	159.569	2,475.7	1.7	-3.98	1.34	0.26	0.3
SOKL	12292M001	2020-07-07 00:00:00.0	53.40856	23.49575	222.222	194.351	2,380.6	1.6	-2.21	2.88	0.24	0.21
SOKL	12292M001	2020-07-07 00:30:00.0	53.40856	23.49575	222.222	194.351	2,370.6	1.6	-1.88	3.01	0.24	0.24
STA3	NDNT-STAS	2020-07-07 00:00:00.0	50.56283	21.18192	257.522	221.171	2,396.7	1.3	-0.87	0.8	0.18	0.16
STA3	NDNT-STAS	2020-07-07 00:30:00.0	50.56283	21.18192	257.522	221.171	2,405.8	1.4	-1	1.47	0.17	0.17
STAL	NDNT-STAL	2020-07-07 00:00:00.0	50.56822	22.04811	210.539	175.489	2,409	1.3	-0.23	0.04	0.16	0.16
STAL	NDNT-STAL	2020-07-07 00:30:00.0	50.56822	22.04811	210.539	175.489	2,414.9	1.4	-0.99	0.73	0.18	0.19
STRG	18994M001	2020-07-07 00:00:00.0	53.96631	18.53	136.264	106.856	2,385.8	1.4	-0.3	-0.18	0.16	0.16
STRG	18994M001	2020-07-07 00:30:00.0	53.96631	18.53	136.264	106.856	2,387.8	1.4	-0.01	-0.65	0.17	0.18
STRW	NDNT-STRW	2020-07-07 00:00:00.0	49.86972	21.78831	286.859	251.108	2,411.4	1.4	-1.25	-0.67	0.19	0.18
STRW	NDNT-STRW	2020-07-07 00:30:00.0	49.86972	21.78831	286.859	251.108	2,406.8	1.5	-0.4	1.27	0.19	0.22
SULD	10113M001	2020-07-07 00:00:00.0	56.84175	9.74217	120.733	81.954	2,371.7	1.8	-0.25	-0.41	0.28	0.23
SULD	10113M001	2020-07-07 00:30:00.0	56.84175	9.74217	120.733	81.954	2,383.6	1.8	-0.66	-0.72	0.28	0.23
SWIB	12293M001	2020-07-07 00:00:00.0	52.24792	15.53631	131.998	93.689	2,395.3	1.6	-0.4	0.26	0.21	0.2
SWIB	12293M001	2020-07-07 00:30:00.0	52.24792	15.53631	131.998	93.689	2,404.1	1.4	-0.55	0.73	0.2	0.16
SWKI	12228M001	2020-07-07 00:00:00.0	54.09861	22.92822	215.92	188.525	2,357.5	1.4	-0.6	2.35	0.16	0.18
SWKI	12228M001	2020-07-07 00:30:00.0	54.09861	22.92822	215.92	188.525	2,355.1	1.4	-0.43	1.2	0.16	0.19
SZE2	12294M001	2020-07-07 00:00:00.0	53.70019	16.70139	193.745	160.995	2,370.5	1.4	-0.16	0.62	0.21	0.17
SZE2	12294M001	2020-07-07 00:30:00.0	53.70019	16.70139	193.745	160.995	2,368.1	1.3	-0.2	0.75	0.2	0.15
TABG	12295M001	2020-07-07 00:00:00.0	50.57097	21.67119	214.738	179.201	2,402.2	1.4	-0.73	1.04	0.21	0.17
TABG	12295M001	2020-07-07 00:30:00.0	50.57097	21.67119	214.738	179.201	2,412.6	1.5	-1.34	-0.3	0.21	0.21
TAR1	12296M002	2020-07-07 00:00:00.0	50.45164	18.85814	352.073	311.362	2,340.7	1.6	-1.25	1.71	0.23	0.19
TAR1	12296M002	2020-07-07 00:30:00.0	50.45164	18.85814	352.073	311.362	2,339	1.7	-0.85	1.02	0.25	0.23
TORU	12202M001	2020-07-07 00:00:00.0	53.01839	18.63494	118.383	88.523	2,387.2	1.3	-1.22	0.9	0.17	0.15
TORU	12202M001	2020-07-07 00:30:00.0	53.01839	18.63494	118.383	88.523	2,389.7	1.3	-1.45	1.55	0.17	0.14
TRNW	12230M001	2020-07-07 00:00:00.0	50.01608	20.98414	277.089	239.864	2,397.6	1.3	-0.56	1.84	0.17	0.15
TRNW	12230M001	2020-07-07 00:30:00.0	50.01608	20.98414	277.089	239.864	2,404.3	1.4	-1.13	1	0.17	0.17
TRZ1	NDNT-TRZE	2020-07-07 00:00:00.0	50.16033	19.46908	373.726	332.797	2,355.3	1.4	-2.53	1.36	0.18	0.16
TRZ1	NDNT-TRZE	2020-07-07 00:30:00.0	50.16033	19.46908	373.726	332.797	2,355.7	1.4	-2.03	1.66	0.17	0.16
TUBO	11503M001	2020-07-07 00:00:00.0	49.20589	16.59283	324.592	279.85	2,337.5	1.8	-1.09	2.11	0.23	0.2
TUBO	11503M001	2020-07-07 00:30:00.0	49.20589	16.59283	324.592	279.85	2,338	1.7	-0.15	1.21	0.2	0.18
USDL	12229M001	2020-07-07 00:00:00.0	49.43292	22.58578	529.748	494.142	2,365.3	1.5	-0.92	-0.18	0.25	0.2
USDL	12229M001	2020-07-07 00:30:00.0	49.43292	22.58578	529.748	494.142	2,363.1	1.6	-0.21	-0.47	0.2	0.23
VLNS	10801M001	2020-07-07 00:00:00.0	54.65314	25.29867	240.912	215.945	2,404.3	1.4	-2.01	3.21	0.16	0.16
VLNS	10801M001	2020-07-07 00:30:00.0	54.65314	25.29867	240.912	215.945	2,394.6	1.4	-1.58	3.46	0.16	0.16
WADO	NDNT-WADO	2020-07-07 00:00:00.0	49.88408	19.48592	330.005	288.491	2,373.6	1.7	-1.07	2.07	0.25	0.21
WADO	NDNT-WADO	2020-07-07 00:30:00.0	49.88408	19.48592	330.005	288.491	2,362.6	1.7	-1.48	2.76	0.23	0.24
WARN	14277M002	2020-07-07 00:00:00.0	54.16978	12.10142	50.811	12.672	2,411.9	1.7	-1.18	-0.05	0.2	0.2
WARN	14277M002	2020-07-07 00:30:00.0	54.16978	12.10142	50.811	12.672	2,406.8	1.6	-0.63	0.39	0.22	0.19
WAT1	12297M001	2020-07-07 00:00:00.0	52.25383	20.90383	151.661	120.314	2,391.4	1.7	-1.03	2.16	0.26	0.23
WAT1	12297M001	2020-07-07 00:30:00.0	52.25383	20.90383	151.661	120.314	2,392.3	1.9	-1.39	1.6	0.27	0.26
WIEL	18968M001	2020-07-07 00:00:00.0	51.21936	18.57175	233.944	196.071	2,358.9	1.9	-0.47	1.38	0.37	0.26
WIEL	18968M001	2020-07-07 00:30:00.0	51.21936	18.57175	233.944	196.071	2,369.5	2	-0.38	1.35	0.4	0.29
WLAD	12222M001	2020-07-07 00:00:00.0	54.79675	18.41875	34.756	5.876	2,431	1.4	0.03	0.9	0.18	0.17
WLAD	12222M001	2020-07-07 00:30:00.0	54.79675	18.41875	34.756	5.876	2,428.8	1.5	-0.32	0.55	0.2	0.2
WLDW	12299M001	2020-07-07 00:00:00.0	51.54528	23.55719	210.958	182.303	2,426.2	1.5	-0.31	2.46	0.26	0.19
WLDW	12299M001	2020-07-07 00:30:00.0	51.54528	23.55719	210.958	182.303	2,421.5	1.6	-1.54	2.13	0.24	0.22
WLOC	18999M001	2020-07-07 00:00:00.0	52.65872	19.06694	107.559	76.667	2,394.8	1.3	-0.33	1.2	0.2	0.15
WLOC	18999M001	2020-07-07 00:30:00.0	52.65872	19.06694	107.559	76.667	2,396.8	1.3	-0.24	0.6	0.19	0.16
WLOS	NDNT-WLOS	2020-07-07 00:00:00.0	50.84944	19.97483	294.431	257.08	2,347.6	1.2	-1.63	3.13	0.14	0.13
WLOS	NDNT-WLOS	2020-07-07 00:30:00.0	50.84944	19.97483	294.431	257.08	2,348.6	1.2	-2.19	1.21	0.14	0.13
WOD1	18998M001	2020-07-07 00:00:00.0	50.00017	18.45844	298.998	256.747	2,367.8	1.6	-1.35	2.06	0.2	0.17
WOD1	18998M001	2020-07-07 00:30:00.0	50.00017	18.45844	298.998	256.747	2,364.2	1.6	-1.41	1.12	0.18	0.17
WRKI	18997M001	2020-07-07 00:00:00.0	52.70556	16.37108	95.272	60.762	2,402.7	1.5	-0.86	-0.06	0.25	0.18
WRKI	18997M001	2020-07-07 00:30:00.0	52.70556	16.37108	95.272	60.762	2,407.8	1.4	-1.46	-0.19	0.22	0.17
WROC	12217M001	2020-07-07 00:00:00.0	51.11325	17.06206	180.811	140.535	2,385.2	2.2	-1.34	0.97	0.29	0.28
WROC	12217M001	2020-07-07 00:30:00.0	51.11325	17.06206	180.811	140.535	2,387.2	1.9	-1.21	1.63	0.23	0.25
WROE	MUSE-WROE	2020-07-07 00:00:00.0	51.11325	17.06206	180.718	140.442	2,381.9	1.8	-1.19	0.87	0.21	0.21
WROE	MUSE-WROE	2020-07-07 00:30:00.0	51.11325	17.06206	180.718	140.442	2,384.5	1.7	-1.34	1.03	0.2	0.21
ZAWA	NDNT-ZAWA	2020-07-07 00:00:00.0	50.60956	18.48086	264.424	224.01	2,354.8	1.7	-1.35	0.95	0.26	0.19
ZAWA	NDNT-ZAWA	2020-07-07 00:30:00.0	50.60956	18.48086	264.424	224.01	2,355.6	1.6	-0.31	1.2	0.22	0.17
ZAWI	NDNT-ZAWI	2020-07-07 00:00:00.0	50.49467	19.41042	382.923	343.181	2,335.9	1.4	-2.7	1.07	0.17	0.16
ZAWI	NDNT-ZAWI	2020-07-07 00:30:00.0	50.49467	19.41042	382.923	343.181	2,336.4	1.4	-2.48	1.85	0.17	0.16
ZIGR	18995M001	2020-07-07 00:00:00.0	51.94031	15.51431	225.634	186.017	2,371.9	1.4	-1.54	0.48	0.19	0.18
ZIGR	18995M001	2020-07-07 00:30:00.0	51.94031	15.51431	225.634	186.017	2,372.8	1.4	-1.7	-0.07	0.19	0.15
ZIM2	14001M008	2020-07-07 00:00:00.0	46.87708	7.46503	956.447	907.61	2,166	1.7	-1.65	-0.12	0.32	0.22
ZIM2	14001M008	2020-07-07 00:30:00.0	46.87708	7.46503	956.447	907.61	2,164.6	1.8	-1.92	-0.22	0.28	0.2
ZYWE	NDNT-ZYWE	2020-07-07 00:00:00.0	49.68817	19.19736	405.809	363.699	2,368	1.5	-1.27	1.81	0.19	0.17
ZYWE	NDNT-ZYWE	2020-07-07 00:30:00.0	49.68817	19.19736	405.809	363.699	2,368.2	1.6	-0.9	1.56	0.19	0.17
ZYWI	12220S001	2020-07-07 00:00:00.0	49.68669	19.20594	412.788	370.686	2,361.7	1.6	-1.28	2.17	0.19	0.17
ZYWI	12220S001	2020-07-07 00:30:00.0	49.68669	19.20594	412.788	370.686	2,365.7	1.6	-1.43	0.93	0.19	0.18
BART	12234M001	2020-07-07 01:30:00.0	54.25069	20.81544	93.233	65.259	2,384.2	1.2	-0.8	0.77	0.14	0.17
BART	12234M001	2020-07-07 02:00:00.0	54.25069	20.81544	93.232	65.258	2,387.4	1.2	-1.03	0.66	0.17	0.16
BART	12234M001	2020-07-07 02:30:00.0	54.25069	20.81544	93.232	65.258	2,391.4	1.3	-1.27	0.25	0.22	0.18
BART	12234M001	2020-07-07 03:00:00.0	54.25069	20.81544	93.232	65.258	2,393.6	1.4	-0.03	0.25	0.19	0.16
BART	12234M001	2020-07-07 03:30:00.0	54.25069	20.81544	93.232	65.258	2,399.9	1.3	0.1	0.59	0.15	0.2
BART	12234M001	2020-07-07 04:00:00.0	54.25069	20.81544	93.236	65.262	2,399.8	1.4	-0.09	-0.03	0.18	0.17
BEDZ	NDNT-BEDZ	2020-07-07 01:30:00.0	50.34453	19.15936	315.219	274.427	2,355.3	1.4	-2.39	1.46	0.17	0.17
