ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
SWIB	12293M001	2020-07-07 12:30:00.0	52.24792	15.53631	132.004	93.695	2,383.6	1.5	-0.59	-0.4	0.23	0.21
SWIB	12293M001	2020-07-07 13:00:00.0	52.24792	15.53631	132.006	93.697	2,391.8	1.3	-0.45	-0.35	0.17	0.17
SWIB	12293M001	2020-07-07 13:30:00.0	52.24792	15.53631	132.006	93.697	2,389.1	1.5	0.06	0.03	0.26	0.26
SWIB	12293M001	2020-07-07 14:00:00.0	52.24792	15.53631	132.005	93.696	2,385.4	1.3	0.16	-0.08	0.21	0.21
SWIB	12293M001	2020-07-07 14:30:00.0	52.24792	15.53631	132.005	93.696	2,388.8	1.6	-0.12	-0.04	0.29	0.25
SWIB	12293M001	2020-07-07 15:00:00.0	52.24792	15.53631	132.004	93.695	2,385.8	1.4	-0.09	0.32	0.22	0.19
SWIB	12293M001	2020-07-07 15:30:00.0	52.24792	15.53631	132.004	93.695	2,384.9	1.6	0.04	0.05	0.22	0.28
SWIB	12293M001	2020-07-07 16:00:00.0	52.24792	15.53631	131.999	93.69	2,389.3	1.4	-0.57	-0.5	0.19	0.21
SWIB	12293M001	2020-07-07 16:30:00.0	52.24792	15.53631	131.999	93.69	2,387.4	1.4	-1.06	-0.56	0.21	0.23
SWIB	12293M001	2020-07-07 17:00:00.0	52.24792	15.53631	132.005	93.696	2,389.6	1.3	-0.22	-0.24	0.19	0.23
SWIB	12293M001	2020-07-07 17:30:00.0	52.24792	15.53631	132.005	93.696	2,389.1	1.4	-0.73	-0.16	0.19	0.27
SWIB	12293M001	2020-07-07 18:00:00.0	52.24792	15.53631	132.004	93.695	2,390.2	1.2	-0.33	-0.32	0.17	0.18
SWIB	12293M001	2020-07-07 18:30:00.0	52.24792	15.53631	132.004	93.695	2,391	1.3	-0.27	-0.73	0.17	0.19
SWKI	12228M001	2020-07-07 09:00:00.0	54.09861	22.92822	215.924	188.529	2,380.2	1.6	0.02	2.18	0.2	0.27
SWKI	12228M001	2020-07-07 09:30:00.0	54.09861	22.92822	215.924	188.529	2,374.8	1.5	-1.19	2.06	0.21	0.21
SWKI	12228M001	2020-07-07 10:00:00.0	54.09861	22.92822	215.905	188.51	2,374.6	1.7	-0.93	3.13	0.24	0.23
SWKI	12228M001	2020-07-07 13:00:00.0	54.09861	22.92822	215.924	188.529	2,380.3	1.2	-0.67	0.52	0.16	0.15
SWKI	12228M001	2020-07-07 13:30:00.0	54.09861	22.92822	215.924	188.529	2,378.2	1.3	-0.73	0.23	0.16	0.17
SWKI	12228M001	2020-07-07 14:00:00.0	54.09861	22.92822	215.924	188.529	2,358.6	1.2	-1.34	1.11	0.2	0.16
SWKI	12228M001	2020-07-07 14:30:00.0	54.09861	22.92822	215.924	188.529	2,363.6	1.4	-1.62	1.41	0.26	0.21
SWKI	12228M001	2020-07-07 15:00:00.0	54.09861	22.92822	215.927	188.532	2,357.1	1.2	0.24	1.71	0.15	0.16
SWKI	12228M001	2020-07-07 15:30:00.0	54.09861	22.92822	215.927	188.532	2,349.4	1.3	0.19	1.62	0.15	0.21
SWKI	12228M001	2020-07-07 16:00:00.0	54.09861	22.92822	215.929	188.534	2,353.4	1.1	0.07	0.84	0.13	0.18
SWKI	12228M001	2020-07-07 16:30:00.0	54.09861	22.92822	215.929	188.534	2,353	1.4	-0.3	2.27	0.17	0.27
SWKI	12228M001	2020-07-07 17:00:00.0	54.09861	22.92822	215.92	188.525	2,358.6	1.1	0.15	0.77	0.16	0.18
SWKI	12228M001	2020-07-07 17:30:00.0	54.09861	22.92822	215.92	188.525	2,353.9	1	-0.47	1.08	0.12	0.15
SWKI	12228M001	2020-07-07 18:00:00.0	54.09861	22.92822	215.922	188.527	2,349.8	1.5	0.69	0.09	0.2	0.25
SZE2	12294M001	2020-07-07 09:00:00.0	53.70019	16.70139	193.744	160.994	2,356	1.2	-0.22	-0.33	0.15	0.16
SZE2	12294M001	2020-07-07 09:30:00.0	53.70019	16.70139	193.744	160.994	2,363.3	1.3	-0.51	0.1	0.17	0.17
SZE2	12294M001	2020-07-07 10:00:00.0	53.70019	16.70139	193.74	160.99	2,367.5	1.2	-0.56	-0.51	0.15	0.16
SZE2	12294M001	2020-07-07 10:30:00.0	53.70019	16.70139	193.74	160.99	2,368.8	1.4	-0.81	-0.22	0.17	0.19
SZE2	12294M001	2020-07-07 11:00:00.0	53.70019	16.70139	193.744	160.994	2,378.2	1.4	-0.12	-0.78	0.26	0.15
SZE2	12294M001	2020-07-07 11:30:00.0	53.70019	16.70139	193.744	160.994	2,376.3	1.8	0.24	-0.65	0.31	0.24
SZE2	12294M001	2020-07-07 12:00:00.0	53.70019	16.70139	193.748	160.998	2,377.6	1.4	-0.54	0.61	0.17	0.17
SZE2	12294M001	2020-07-07 12:30:00.0	53.70019	16.70139	193.748	160.998	2,374.4	1.4	-0.24	0.02	0.18	0.15
SZE2	12294M001	2020-07-07 13:00:00.0	53.70019	16.70139	193.749	160.999	2,378.5	1.1	-0.34	0.43	0.14	0.14
SZE2	12294M001	2020-07-07 13:30:00.0	53.70019	16.70139	193.749	160.999	2,371	1.3	-0.71	-0.14	0.17	0.21
SZE2	12294M001	2020-07-07 14:00:00.0	53.70019	16.70139	193.744	160.994	2,369.8	1.3	-0.29	-0.7	0.21	0.2
SZE2	12294M001	2020-07-07 14:30:00.0	53.70019	16.70139	193.744	160.994	2,373.8	1.5	-0.79	0.12	0.27	0.23
SZE2	12294M001	2020-07-07 15:00:00.0	53.70019	16.70139	193.747	160.997	2,369.9	1.4	0.01	0.07	0.19	0.16
SZE2	12294M001	2020-07-07 15:30:00.0	53.70019	16.70139	193.747	160.997	2,373	1.5	0.05	-0.31	0.21	0.25
SZE2	12294M001	2020-07-07 16:00:00.0	53.70019	16.70139	193.748	160.998	2,374.9	1.3	-0.41	-0.71	0.15	0.17
SZE2	12294M001	2020-07-07 16:30:00.0	53.70019	16.70139	193.748	160.998	2,379.7	1.4	-0.68	-0.69	0.19	0.2
SZE2	12294M001	2020-07-07 17:00:00.0	53.70019	16.70139	193.75	161	2,380.7	1.2	-0.24	0.05	0.17	0.19
SZE2	12294M001	2020-07-07 17:30:00.0	53.70019	16.70139	193.75	161	2,373.4	1.2	-0.25	0.45	0.17	0.19
SZE2	12294M001	2020-07-07 18:00:00.0	53.70019	16.70139	193.745	160.995	2,365.5	1.2	-0.57	-0.45	0.17	0.18
SZE2	12294M001	2020-07-07 18:30:00.0	53.70019	16.70139	193.745	160.995	2,366.9	1.2	-0.36	-0.4	0.17	0.19
TABG	12295M001	2020-07-07 09:00:00.0	50.57097	21.67119	214.741	179.204	2,393.2	1.4	-0.87	4.02	0.19	0.2
TABG	12295M001	2020-07-07 09:30:00.0	50.57097	21.67119	214.741	179.204	2,386.5	1.5	-1.16	1.99	0.2	0.21
TABG	12295M001	2020-07-07 10:00:00.0	50.57097	21.67119	214.746	179.209	2,379.2	1.1	-1.11	0.48	0.14	0.15
TABG	12295M001	2020-07-07 10:30:00.0	50.57097	21.67119	214.746	179.209	2,379	1.4	-0.97	-0.39	0.22	0.2
TABG	12295M001	2020-07-07 11:00:00.0	50.57097	21.67119	214.743	179.206	2,377.7	1.4	-1.72	-0.57	0.26	0.18
TABG	12295M001	2020-07-07 11:30:00.0	50.57097	21.67119	214.743	179.206	2,376.2	1.6	-2.92	-0.03	0.3	0.23
TABG	12295M001	2020-07-07 12:00:00.0	50.57097	21.67119	214.741	179.204	2,378.9	1.4	-1.63	0.12	0.22	0.21
TABG	12295M001	2020-07-07 12:30:00.0	50.57097	21.67119	214.741	179.204	2,375	1.4	-0.34	-0.39	0.2	0.22
TABG	12295M001	2020-07-07 13:00:00.0	50.57097	21.67119	214.739	179.202	2,379.4	1.2	-0.53	0.06	0.17	0.16
TABG	12295M001	2020-07-07 13:30:00.0	50.57097	21.67119	214.739	179.202	2,373.4	1.4	0.01	-0.88	0.19	0.2
TABG	12295M001	2020-07-07 14:00:00.0	50.57097	21.67119	214.731	179.194	2,381.9	1.2	-0.4	-0.11	0.2	0.2
TABG	12295M001	2020-07-07 14:30:00.0	50.57097	21.67119	214.731	179.194	2,372.3	1.5	-0.3	-0.32	0.31	0.24
TABG	12295M001	2020-07-07 15:00:00.0	50.57097	21.67119	214.73	179.193	2,373	1.4	0.52	0.92	0.23	0.17
TABG	12295M001	2020-07-07 15:30:00.0	50.57097	21.67119	214.73	179.193	2,375.8	1.5	0.62	1.14	0.19	0.23
TABG	12295M001	2020-07-07 16:00:00.0	50.57097	21.67119	214.729	179.192	2,376.7	1.2	-0.66	1.08	0.15	0.19
TABG	12295M001	2020-07-07 16:30:00.0	50.57097	21.67119	214.729	179.192	2,375.9	1.3	-1.1	1.47	0.17	0.27
TABG	12295M001	2020-07-07 17:00:00.0	50.57097	21.67119	214.729	179.192	2,375.1	1.2	-0.83	0.47	0.18	0.2
TABG	12295M001	2020-07-07 17:30:00.0	50.57097	21.67119	214.729	179.192	2,364.9	1.2	-0.34	1.17	0.18	0.21
TABG	12295M001	2020-07-07 18:00:00.0	50.57097	21.67119	214.732	179.195	2,360.1	1.4	-0.82	0.33	0.21	0.22
TABG	12295M001	2020-07-07 18:30:00.0	50.57097	21.67119	214.732	179.195	2,362.1	1.4	-0.55	0.68	0.2	0.21
TAR1	12296M002	2020-07-07 09:00:00.0	50.45164	18.85814	352.068	311.357	2,332.9	1.5	-0.43	0.38	0.2	0.21
TAR1	12296M002	2020-07-07 09:30:00.0	50.45164	18.85814	352.068	311.357	2,333.1	1.5	0.33	0.08	0.21	0.22
TAR1	12296M002	2020-07-07 10:00:00.0	50.45164	18.85814	352.062	311.351	2,334.4	1.1	0.93	-0.04	0.18	0.18
TAR1	12296M002	2020-07-07 10:30:00.0	50.45164	18.85814	352.062	311.351	2,330.1	1.6	1.24	-0.21	0.32	0.27
TAR1	12296M002	2020-07-07 11:00:00.0	50.45164	18.85814	352.067	311.356	2,326.5	1.5	0.6	-0.11	0.32	0.2
TAR1	12296M002	2020-07-07 11:30:00.0	50.45164	18.85814	352.067	311.356	2,333.7	1.8	0.67	0.03	0.34	0.3
TAR1	12296M002	2020-07-07 12:00:00.0	50.45164	18.85814	352.072	311.361	2,336.1	1.6	0.06	0.19	0.24	0.19
TAR1	12296M002	2020-07-07 12:30:00.0	50.45164	18.85814	352.072	311.361	2,333.5	1.5	-0.13	-0.32	0.21	0.28
TAR1	12296M002	2020-07-07 13:00:00.0	50.45164	18.85814	352.066	311.355	2,336.1	1.5	-0.9	0.56	0.22	0.21
TAR1	12296M002	2020-07-07 13:30:00.0	50.45164	18.85814	352.066	311.355	2,332.7	1.5	-0.69	0.67	0.22	0.24
TAR1	12296M002	2020-07-07 14:00:00.0	50.45164	18.85814	352.07	311.359	2,331.6	1.3	-0.02	-0.58	0.2	0.21
TAR1	12296M002	2020-07-07 14:30:00.0	50.45164	18.85814	352.07	311.359	2,330.2	1.6	-0.26	-0.07	0.31	0.26
TAR1	12296M002	2020-07-07 15:00:00.0	50.45164	18.85814	352.069	311.358	2,325.5	1.6	0.9	1.04	0.26	0.19
TAR1	12296M002	2020-07-07 15:30:00.0	50.45164	18.85814	352.069	311.358	2,328.5	1.6	0.44	0.56	0.24	0.26
TAR1	12296M002	2020-07-07 16:00:00.0	50.45164	18.85814	352.069	311.358	2,327.8	1.3	-0.39	0.07	0.18	0.2
TAR1	12296M002	2020-07-07 16:30:00.0	50.45164	18.85814	352.069	311.358	2,330.4	1.4	0.29	0.12	0.19	0.28
TAR1	12296M002	2020-07-07 17:00:00.0	50.45164	18.85814	352.074	311.363	2,334	1.3	0.54	-0.41	0.19	0.23
TAR1	12296M002	2020-07-07 17:30:00.0	50.45164	18.85814	352.074	311.363	2,328.3	1.3	-0.33	0.46	0.18	0.26
TAR1	12296M002	2020-07-07 18:00:00.0	50.45164	18.85814	352.07	311.359	2,325.7	1.1	-1.13	-0.34	0.17	0.18
TAR1	12296M002	2020-07-07 18:30:00.0	50.45164	18.85814	352.07	311.359	2,325.5	1.2	-1.34	-0.02	0.19	0.18
TORU	12202M001	2020-07-07 09:00:00.0	53.01839	18.63494	118.376	88.516	2,382.6	1	-1.84	-0.33	0.11	0.12
TORU	12202M001	2020-07-07 09:30:00.0	53.01839	18.63494	118.376	88.516	2,388.6	1.1	-1.35	-0.21	0.13	0.13
TORU	12202M001	2020-07-07 10:00:00.0	53.01839	18.63494	118.372	88.512	2,383.7	1	-0.11	0.19	0.12	0.13
TORU	12202M001	2020-07-07 10:30:00.0	53.01839	18.63494	118.372	88.512	2,383.9	1.1	-0.2	-0.15	0.13	0.14
TORU	12202M001	2020-07-07 11:00:00.0	53.01839	18.63494	118.375	88.515	2,383	1.1	-1.76	0.15	0.22	0.12
TORU	12202M001	2020-07-07 11:30:00.0	53.01839	18.63494	118.375	88.515	2,375.2	1.4	-0.99	1.15	0.26	0.18
TORU	12202M001	2020-07-07 12:00:00.0	53.01839	18.63494	118.383	88.523	2,387.9	1.4	-1.02	0.14	0.19	0.16
TORU	12202M001	2020-07-07 12:30:00.0	53.01839	18.63494	118.383	88.523	2,388	1.4	-1.07	0.03	0.19	0.15
TORU	12202M001	2020-07-07 13:00:00.0	53.01839	18.63494	118.383	88.523	2,386.5	1	-0.49	-0.1	0.13	0.11
TORU	12202M001	2020-07-07 13:30:00.0	53.01839	18.63494	118.383	88.523	2,390.4	1.1	-0.38	-0.48	0.14	0.16
TORU	12202M001	2020-07-07 14:00:00.0	53.01839	18.63494	118.381	88.521	2,388	1	-0.28	-0.1	0.16	0.15
TORU	12202M001	2020-07-07 14:30:00.0	53.01839	18.63494	118.381	88.521	2,389.2	1.2	-1.03	0.36	0.23	0.19
TORU	12202M001	2020-07-07 15:00:00.0	53.01839	18.63494	118.385	88.525	2,384.8	1.1	-0.18	0.83	0.16	0.13
TORU	12202M001	2020-07-07 15:30:00.0	53.01839	18.63494	118.385	88.525	2,390.6	1.2	-0.06	0.66	0.14	0.19
TORU	12202M001	2020-07-07 16:00:00.0	53.01839	18.63494	118.386	88.526	2,390.9	1	-0.89	-0.22	0.12	0.13
TORU	12202M001	2020-07-07 16:30:00.0	53.01839	18.63494	118.386	88.526	2,389.5	1.2	-0.98	-1.29	0.15	0.17
TORU	12202M001	2020-07-07 17:00:00.0	53.01839	18.63494	118.384	88.524	2,393.9	1.1	-0.54	-0.28	0.15	0.17
TORU	12202M001	2020-07-07 17:30:00.0	53.01839	18.63494	118.384	88.524	2,395.8	1	-0.57	0.07	0.12	0.16
TORU	12202M001	2020-07-07 18:00:00.0	53.01839	18.63494	118.382	88.522	2,387.1	1	-0.23	0.07	0.13	0.13
TORU	12202M001	2020-07-07 18:30:00.0	53.01839	18.63494	118.382	88.522	2,384.7	1	-0.5	0.63	0.13	0.13
TRNW	12230M001	2020-07-07 09:00:00.0	50.01608	20.98414	277.074	239.849	2,364.7	1.1	-0.34	0.57	0.13	0.15
TRNW	12230M001	2020-07-07 09:30:00.0	50.01608	20.98414	277.074	239.849	2,362.9	1.2	-0.36	-0.06	0.16	0.15
TRNW	12230M001	2020-07-07 10:00:00.0	50.01608	20.98414	277.078	239.853	2,360.3	1.1	-0.53	-0.44	0.14	0.15
TRNW	12230M001	2020-07-07 10:30:00.0	50.01608	20.98414	277.078	239.853	2,360.6	1.4	-0.45	0.02	0.18	0.18
TRNW	12230M001	2020-07-07 11:00:00.0	50.01608	20.98414	277.071	239.846	2,360.4	1.3	-0.38	1.11	0.23	0.15
TRNW	12230M001	2020-07-07 11:30:00.0	50.01608	20.98414	277.071	239.846	2,358.3	1.5	-0.04	0.4	0.29	0.19
TRNW	12230M001	2020-07-07 12:00:00.0	50.01608	20.98414	277.062	239.837	2,364.2	1.3	-0.24	0.36	0.19	0.15
TRNW	12230M001	2020-07-07 12:30:00.0	50.01608	20.98414	277.062	239.837	2,367.2	1.2	-0.71	-0.08	0.15	0.17
TRNW	12230M001	2020-07-07 13:00:00.0	50.01608	20.98414	277.064	239.839	2,365.7	1.1	-0.22	-0.41	0.13	0.13
TRNW	12230M001	2020-07-07 13:30:00.0	50.01608	20.98414	277.064	239.839	2,369.1	1.2	-1	-0.03	0.16	0.17
TRNW	12230M001	2020-07-07 14:00:00.0	50.01608	20.98414	277.068	239.843	2,359	1.2	-0.39	0.82	0.18	0.18
TRNW	12230M001	2020-07-07 14:30:00.0	50.01608	20.98414	277.068	239.843	2,363.7	1.4	-0.41	0.75	0.27	0.22
TRNW	12230M001	2020-07-07 15:00:00.0	50.01608	20.98414	277.067	239.842	2,360.1	1.3	-0.54	-0.01	0.2	0.16
TRNW	12230M001	2020-07-07 15:30:00.0	50.01608	20.98414	277.067	239.842	2,357	1.3	-0.85	-0.4	0.17	0.2
TRNW	12230M001	2020-07-07 16:00:00.0	50.01608	20.98414	277.07	239.845	2,354.8	1.1	-0.63	0.15	0.15	0.15
TRNW	12230M001	2020-07-07 16:30:00.0	50.01608	20.98414	277.07	239.845	2,356.6	1.3	0	0.64	0.15	0.2
TRNW	12230M001	2020-07-07 17:00:00.0	50.01608	20.98414	277.074	239.849	2,346.2	1.2	-0.33	-0.13	0.17	0.18
TRNW	12230M001	2020-07-07 17:30:00.0	50.01608	20.98414	277.074	239.849	2,345.8	1.1	-0.43	0.42	0.13	0.16
TRNW	12230M001	2020-07-07 18:00:00.0	50.01608	20.98414	277.075	239.85	2,344	1.1	-0.49	0.33	0.15	0.15
TRNW	12230M001	2020-07-07 18:30:00.0	50.01608	20.98414	277.075	239.85	2,343.2	1.2	-0.58	0	0.18	0.16
TRZ1	NDNT-TRZE	2020-07-07 09:00:00.0	50.16033	19.46908	373.723	332.794	2,329.7	1.1	-0.09	0.66	0.14	0.15
TRZ1	NDNT-TRZE	2020-07-07 09:30:00.0	50.16033	19.46908	373.723	332.794	2,329.3	1.2	-0.25	0.67	0.16	0.15
TRZ1	NDNT-TRZE	2020-07-07 10:00:00.0	50.16033	19.46908	373.724	332.795	2,328.7	1.1	-0.24	0.54	0.14	0.15
TRZ1	NDNT-TRZE	2020-07-07 10:30:00.0	50.16033	19.46908	373.724	332.795	2,326.8	1.3	0.23	-0.02	0.19	0.18
TRZ1	NDNT-TRZE	2020-07-07 11:00:00.0	50.16033	19.46908	373.728	332.799	2,325.4	1.2	-0.2	0.17	0.23	0.13
TRZ1	NDNT-TRZE	2020-07-07 11:30:00.0	50.16033	19.46908	373.728	332.799	2,320.5	1.6	0.88	0.18	0.3	0.2
TRZ1	NDNT-TRZE	2020-07-07 12:00:00.0	50.16033	19.46908	373.725	332.796	2,331.2	1.4	0.15	0.16	0.2	0.16
TRZ1	NDNT-TRZE	2020-07-07 12:30:00.0	50.16033	19.46908	373.725	332.796	2,326.5	1.3	-0.52	0.05	0.16	0.18
TRZ1	NDNT-TRZE	2020-07-07 13:00:00.0	50.16033	19.46908	373.725	332.796	2,329.9	1.1	0.27	-0.25	0.14	0.14
TRZ1	NDNT-TRZE	2020-07-07 13:30:00.0	50.16033	19.46908	373.725	332.796	2,334.3	1.3	0.02	0.28	0.17	0.19
TRZ1	NDNT-TRZE	2020-07-07 14:00:00.0	50.16033	19.46908	373.728	332.799	2,323.6	1.2	0.37	-0.39	0.18	0.2
TRZ1	NDNT-TRZE	2020-07-07 14:30:00.0	50.16033	19.46908	373.728	332.799	2,325.7	1.5	0.16	-1.15	0.29	0.25
TRZ1	NDNT-TRZE	2020-07-07 15:00:00.0	50.16033	19.46908	373.72	332.791	2,326.3	1.4	-0.34	-1.6	0.21	0.18
TRZ1	NDNT-TRZE	2020-07-07 15:30:00.0	50.16033	19.46908	373.72	332.791	2,322.1	1.4	-0.58	-0.76	0.19	0.22
TRZ1	NDNT-TRZE	2020-07-07 16:00:00.0	50.16033	19.46908	373.723	332.794	2,326.6	1.2	-0.13	-0.22	0.15	0.17
TRZ1	NDNT-TRZE	2020-07-07 16:30:00.0	50.16033	19.46908	373.723	332.794	2,327.5	1.3	-0.02	0.3	0.17	0.23
TRZ1	NDNT-TRZE	2020-07-07 17:00:00.0	50.16033	19.46908	373.73	332.801	2,323.1	1.2	-1.32	0.68	0.17	0.19
TRZ1	NDNT-TRZE	2020-07-07 17:30:00.0	50.16033	19.46908	373.73	332.801	2,325.7	1.1	-0.84	1.12	0.14	0.18
TRZ1	NDNT-TRZE	2020-07-07 18:00:00.0	50.16033	19.46908	373.731	332.802	2,321.3	1.2	0.14	0.65	0.16	0.17
TRZ1	NDNT-TRZE	2020-07-07 18:30:00.0	50.16033	19.46908	373.731	332.802	2,327.3	1.2	-0.25	0.42	0.18	0.17
TUBO	11503M001	2020-07-07 09:00:00.0	49.20589	16.59283	324.59	279.848	2,347	1.3	-0.28	-0.14	0.16	0.16
TUBO	11503M001	2020-07-07 09:30:00.0	49.20589	16.59283	324.59	279.848	2,348.2	1.2	-0.21	-0.55	0.17	0.15
TUBO	11503M001	2020-07-07 10:00:00.0	49.20589	16.59283	324.591	279.849	2,339.8	1.2	-0.74	0.22	0.13	0.16
TUBO	11503M001	2020-07-07 10:30:00.0	49.20589	16.59283	324.591	279.849	2,345.8	1.4	-0.68	-0.43	0.2	0.19
TUBO	11503M001	2020-07-07 11:00:00.0	49.20589	16.59283	324.598	279.856	2,354.2	1.3	-1.21	-0.83	0.26	0.13
TUBO	11503M001	2020-07-07 11:30:00.0	49.20589	16.59283	324.598	279.856	2,343.8	1.8	-1.66	-0.88	0.31	0.23
TUBO	11503M001	2020-07-07 12:00:00.0	49.20589	16.59283	324.6	279.858	2,346.8	1.4	-0.92	-1.45	0.21	0.15
TUBO	11503M001	2020-07-07 12:30:00.0	49.20589	16.59283	324.6	279.858	2,351.2	1.3	-0.67	-0.39	0.15	0.15
TUBO	11503M001	2020-07-07 13:00:00.0	49.20589	16.59283	324.603	279.861	2,348.5	1.5	-0.78	-0.29	0.18	0.23
TUBO	11503M001	2020-07-07 14:00:00.0	49.20589	16.59283	324.6	279.858	2,345.2	1.6	-0.11	-0.6	0.25	0.23
TUBO	11503M001	2020-07-07 14:30:00.0	49.20589	16.59283	324.6	279.858	2,342.4	1.6	0.71	-0.85	0.32	0.26
TUBO	11503M001	2020-07-07 15:00:00.0	49.20589	16.59283	324.6	279.858	2,341.8	2.2	0.67	-1.17	0.41	0.32
TUBO	11503M001	2020-07-07 16:00:00.0	49.20589	16.59283	324.588	279.846	2,346.5	1.4	-0.8	-0.91	0.18	0.21
TUBO	11503M001	2020-07-07 16:30:00.0	49.20589	16.59283	324.588	279.846	2,349.7	1.4	-0.93	-0.1	0.18	0.2
TUBO	11503M001	2020-07-07 17:00:00.0	49.20589	16.59283	324.585	279.843	2,351.5	1.2	-0.4	-0.34	0.16	0.17
TUBO	11503M001	2020-07-07 17:30:00.0	49.20589	16.59283	324.585	279.843	2,351.4	1.2	-0.37	-0.14	0.15	0.17
TUBO	11503M001	2020-07-07 18:00:00.0	49.20589	16.59283	324.58	279.838	2,352.8	1.2	-1.02	0.23	0.16	0.16
TUBO	11503M001	2020-07-07 18:30:00.0	49.20589	16.59283	324.58	279.838	2,355.7	1.4	-0.57	0.23	0.18	0.18
USDL	12229M001	2020-07-07 09:00:00.0	49.43292	22.58578	529.751	494.145	2,340.2	1.6	-0.37	-0.71	0.22	0.3
USDL	12229M001	2020-07-07 09:30:00.0	49.43292	22.58578	529.751	494.145	2,336.3	1.6	-0.41	-1.26	0.22	0.27
USDL	12229M001	2020-07-07 10:00:00.0	49.43292	22.58578	529.767	494.161	2,330.2	1.6	-0.72	-0.51	0.21	0.25
USDL	12229M001	2020-07-07 13:00:00.0	49.43292	22.58578	529.758	494.152	2,306.8	1.4	-0.88	0.78	0.21	0.16
USDL	12229M001	2020-07-07 13:30:00.0	49.43292	22.58578	529.758	494.152	2,314.6	1.5	-0.39	0.74	0.24	0.2
USDL	12229M001	2020-07-07 14:00:00.0	49.43292	22.58578	529.751	494.145	2,297	1.4	-1.7	1.46	0.23	0.22
USDL	12229M001	2020-07-07 14:30:00.0	49.43292	22.58578	529.751	494.145	2,288.8	1.8	-1.27	1.19	0.31	0.28
USDL	12229M001	2020-07-07 15:00:00.0	49.43292	22.58578	529.746	494.14	2,287	1.6	-1.08	0.78	0.25	0.18
USDL	12229M001	2020-07-07 15:30:00.0	49.43292	22.58578	529.746	494.14	2,286.4	1.7	0.02	0.43	0.22	0.22
USDL	12229M001	2020-07-07 16:00:00.0	49.43292	22.58578	529.748	494.142	2,287.4	1.3	-0.14	0.53	0.17	0.19
USDL	12229M001	2020-07-07 16:30:00.0	49.43292	22.58578	529.748	494.142	2,292.6	1.4	0.71	-0.47	0.17	0.28
USDL	12229M001	2020-07-07 17:00:00.0	49.43292	22.58578	529.749	494.143	2,290.2	1.3	-0.72	0.31	0.18	0.2
USDL	12229M001	2020-07-07 17:30:00.0	49.43292	22.58578	529.749	494.143	2,286.8	1.3	-0.64	-0.34	0.16	0.19
USDL	12229M001	2020-07-07 18:00:00.0	49.43292	22.58578	529.758	494.152	2,291.1	1.7	-0.8	-0.46	0.26	0.29
VLNS	10801M001	2020-07-07 09:00:00.0	54.65314	25.29867	240.909	215.942	2,375.4	1.1	-0.7	0.72	0.12	0.13
VLNS	10801M001	2020-07-07 09:30:00.0	54.65314	25.29867	240.909	215.942	2,379.6	1.2	-0.62	0.8	0.16	0.15
VLNS	10801M001	2020-07-07 10:00:00.0	54.65314	25.29867	240.9	215.933	2,388.2	1.1	-0.1	0.63	0.14	0.14
VLNS	10801M001	2020-07-07 10:30:00.0	54.65314	25.29867	240.9	215.933	2,390.3	1.5	0.35	0.62	0.17	0.21
VLNS	10801M001	2020-07-07 11:00:00.0	54.65314	25.29867	240.904	215.937	2,383.7	1.3	0.19	2.38	0.23	0.15
VLNS	10801M001	2020-07-07 11:30:00.0	54.65314	25.29867	240.904	215.937	2,381.6	1.6	0.18	1.91	0.25	0.22
VLNS	10801M001	2020-07-07 12:00:00.0	54.65314	25.29867	240.907	215.94	2,392.6	1.5	-0.34	1.49	0.18	0.17
VLNS	10801M001	2020-07-07 12:30:00.0	54.65314	25.29867	240.907	215.94	2,392	1.4	-0.8	1.78	0.14	0.17
VLNS	10801M001	2020-07-07 13:00:00.0	54.65314	25.29867	240.91	215.943	2,384.9	1	-0.77	1.44	0.13	0.13
VLNS	10801M001	2020-07-07 13:30:00.0	54.65314	25.29867	240.91	215.943	2,387.1	1.1	-0.74	1.76	0.13	0.15
VLNS	10801M001	2020-07-07 14:00:00.0	54.65314	25.29867	240.914	215.947	2,370.2	1.2	0.11	1.16	0.19	0.15
VLNS	10801M001	2020-07-07 14:30:00.0	54.65314	25.29867	240.914	215.947	2,375.7	1.3	0.05	1.36	0.25	0.19
VLNS	10801M001	2020-07-07 15:00:00.0	54.65314	25.29867	240.918	215.951	2,369.4	1.1	-0.91	1.2	0.14	0.15
VLNS	10801M001	2020-07-07 15:30:00.0	54.65314	25.29867	240.918	215.951	2,372.2	1.2	-0.74	2.05	0.12	0.18
VLNS	10801M001	2020-07-07 16:00:00.0	54.65314	25.29867	240.918	215.951	2,364.3	1.1	-0.67	2.52	0.12	0.16
VLNS	10801M001	2020-07-07 16:30:00.0	54.65314	25.29867	240.918	215.951	2,356	1.4	-0.64	1.9	0.16	0.23
VLNS	10801M001	2020-07-07 17:00:00.0	54.65314	25.29867	240.908	215.941	2,363.3	1.1	-0.43	2.34	0.14	0.18
VLNS	10801M001	2020-07-07 17:30:00.0	54.65314	25.29867	240.908	215.941	2,359.1	1	-0.55	1.89	0.11	0.14
VLNS	10801M001	2020-07-07 18:00:00.0	54.65314	25.29867	240.907	215.94	2,356.2	1	-0.33	1.59	0.13	0.14
